url,name,book_table,rate,votes,phone,location,approx_cost(for two people),cuisines,rest_type
https://www.zomato.com/pune/sai-prasad-hinjawadi,Sai Prasad,0,2.8,25  votes,+91 9850969419,Hinjawadi,₹150,Fast Food,Food Court
https://www.zomato.com/couchmeals,Couchmeals,0,3.4,212  votes,+91 7219552661,SB Road - Aundh,Not Present,North Indian,Delivery
https://www.zomato.com/pune/biryanis-of-india-wadgaon-sheri,Biryanis Of India,0,3.0,90  votes,+91 7276222333,Wadgaon Sheri,Not Present,"Biryani, North Indian","Takeaway, Delivery"
https://www.zomato.com/pune/zen-bar-lavasa,Zen Bar,0,-,0,+91 9561096034 020 67929000,Lavasa,"₹2,400",Finger Food,Bar
https://www.zomato.com/pune/coffee-n-joy-sinhgad-road,Coffee n' Joy,0,-,0,+91 7276155387 +91 8975886461,Sinhgad Road,₹200,"Cafe, Fast Food",Café
https://www.zomato.com/hungry-food-truck,Hungry?,0,2.9,5  votes,+91 9890018884 +91 9096702177,SB Road - Aundh,₹400,"Fast Food, Biryani",Food Truck
https://www.zomato.com/pune/hotel-shining-star-lonavala,Hotel Shining Star,0,2.8,6  votes,+91 9689454647,Lonavala,₹500,"North Indian, Chinese",Quick Bites
https://www.zomato.com/pune/hotel-jagdamb-nigdi,Hotel Jagdamb,0,3.1,Based on 5 votes,+91 7353462377,Nigdi,₹500,"Maharashtrian, North Indian, Chinese, Seafood",Quick Bites
https://www.zomato.com/pune/authentic-royal-hadapsar,Authentic Royal,0,2.5,20  votes,+91 7083992828 +91 7447233030,Hadapsar,₹700,"North Indian, Chinese, Fast Food",Casual Dining
https://www.zomato.com/pune/mrunal-misal-house-pimpri,Mrunal Misal House,0,-,0,+91 8668541126 +91 9923253616,Pimpri,₹100,Street Food,Quick Bites
https://www.zomato.com/pune/lutf-hinjawadi,Lutf,0,2.7,89  votes,+91 7768888337,Hinjawadi,₹450,"North Indian, Chinese",Quick Bites
https://www.zomato.com/pune/coffee-and-friends-sinhgad-road,Coffee And Friends,0,2.8,Based on 5 votes,+91 8766866796,Sinhgad Road,₹150,"North Indian, Fast Food",Quick Bites
https://www.zomato.com/pune/gurus-cafe-warje,Guru's Cafe,0,3.3,Based on 12 votes,+91 9881071146,Warje,₹250,"Cafe, Fast Food",Café
https://www.zomato.com/pune/hunger-killers-hinjawadi,Hunger Killers,0,3.1,Based on 4 votes,+91 9145800800,Hinjawadi,₹250,Fast Food,Food Court
https://www.zomato.com/pune/tea-a-holic-hadapsar,Tea A holic,0,3.3,Based on 31 votes,+91 9168612788,Hadapsar,₹200,"Tea, Fast Food",Food Court
https://www.zomato.com/pune/triveni-1-fc-road,Triveni,0,3.6,40  votes,+91 9595014499,FC Road,₹150,"South Indian, Street Food",Quick Bites
https://www.zomato.com/pune/cafe-canada-rasta-peth,Cafe Canada,0,3.2,Based on 8 votes,020 26124757,Rasta Peth,₹250,"Maharashtrian, North Indian",Quick Bites
https://www.zomato.com/pune/hotel-new-rohit-garden-shivapur,Hotel New Rohit Garden,0,-,0,+91 8482860770,Shivapur,₹600,"North Indian, South Indian, Chinese",Quick Bites
https://www.zomato.com/pune/chandan-sweets-kharadi,Chandan Sweets,0,-,0,+91 9850661258,Kharadi,₹150,Mithai,Sweet Shop
https://www.zomato.com/pune/bhojwani-sweets-pimple-gurav,Bhojwani Sweets,0,2.8,Based on 18 votes,020 27145693 +91 9890053333,Pimple Gurav,₹450,Mithai,Sweet Shop
https://www.zomato.com/pune/hotel-sai-flavours-old-mumbai-pune-highway,Hotel Sai Flavour's,0,-,0,+91 8857844308 +91 8007278786,Old Mumbai-Pune Highway,₹700,"North Indian, Chinese, Maharashtrian",Casual Dining
https://www.zomato.com/pune/whispering-windows-lonavala,Whispering Windows,0,-,0,0211 4274111,Lonavala,"₹1,500",Finger Food,"Lounge, Bar"
https://www.zomato.com/pune/green-valley-wagholi,Green Valley,0,3.2,98  votes,+91 9890277278 +91 8181916060,Wagholi,₹700,"North Indian, Mongolian, Chinese",Casual Dining
https://www.zomato.com/pune/hotel-sahara-old-mumbai-pune-highway,Hotel Sahara,0,-,0,+91 9764876872,Old Mumbai-Pune Highway,₹450,"Maharashtrian, North Indian, Chinese",Quick Bites
https://www.zomato.com/pune/rohit-snacks-centre-dehu-road,Rohit Snacks Centre,0,-,0,+91 9922889618,Dehu Road,₹250,Rolls,Quick Bites
https://www.zomato.com/pune/hyderabadi-biryani-house-lonavala,Hyderabadi Biryani House,0,3.0,Based on 5 votes,+91 9764947043,Lonavala,₹400,"Biryani, North Indian, South Indian",Casual Dining
https://www.zomato.com/pune/new-rolex-bakery-confectionery-kondhwa,New Rolex Bakery & Confectionery,0,3.2,Based on 5 votes,+91 9822883039 +91 9595514948,Kondhwa,₹150,Bakery,Bakery
https://www.zomato.com/pune/cafe-eatster-wadgaon-sheri,Cafe Eatster,0,3.1,Based on 5 votes,+91 9673705539 +91 9673705692,Wadgaon Sheri,Not Present,"Biryani, Hyderabadi, Mughlai","Takeaway, Delivery"
https://www.zomato.com/pune/pet-pooja-foods-pimple-gurav,Pet Pooja Foods,0,3.1,6  votes,+91 9822353205 +91 9920354513,Pimple Gurav,Not Present,North Indian,Delivery
https://www.zomato.com/pune/wake-bake-kothrud,Wake & Bake,0,3.6,91  votes,+91 7387373962,Kothrud Area,Not Present,Fast Food,Delivery
https://www.zomato.com/pune/aarohis-coffee-katta-shivaji-nagar,Aarohi's Coffee Katta,0,-,0,+91 8999534121,Shivaji Nagar,Not Present,"Fast Food, Street Food, Beverages",Takeaway
https://www.zomato.com/pune/hotel-satkar-old-mumbai-pune-highway,Hotel Satkar,0,3.0,Based on 4 votes,+91 9503254250,Old Mumbai-Pune Highway,₹700,"North Indian, Chinese, Maharashtrian, Malwani",Casual Dining
https://www.zomato.com/pune/hotel-maratha-darabar-chinchwad,Hotel Maratha Darabar,0,-,0,+91 9923703232,Chinchwad,₹600,"North Indian, Chinese, Maharashtrian",Casual Dining
https://www.zomato.com/pune/mauli-misal-house-chinchwad,Mauli Misal House,0,-,0,+91 8552026026,Chinchwad,₹150,Street Food,Quick Bites
https://www.zomato.com/pune/shri-krishnas-roll-chinchwad,Shri Krishna's Roll,0,3.0,Based on 5 votes,+91 9767972076 +91 9527325787,Chinchwad,₹300,"Chinese, Street Food, Rolls",Quick Bites
https://www.zomato.com/pune/dawat-bhosari,Dawat,0,2.8,13  votes,+91 9881988680,Bhosari,₹450,Maharashtrian,Casual Dining
https://www.zomato.com/pune/hotel-aditya-bhosari,Hotel Aditya,0,2.9,Based on 4 votes,+91 9766640643 +91 9850153811,Bhosari,₹300,"Maharashtrian, North Indian",Quick Bites
https://www.zomato.com/pune/hotel-suvarna-bhosari,Hotel Suvarna,0,-,0,+91 9850307406,Bhosari,₹650,"North Indian, Chinese, Mughlai",Casual Dining
https://www.zomato.com/pune/bakers-shop-karve-nagar,Baker's Shop,0,-,0,+91 9372347770 +91 9623845777,Karve Nagar,₹400,Bakery,Bakery
https://www.zomato.com/pune/cafe-royal-rasta-peth,Cafe Royal,0,2.9,Based on 4 votes,+91 7798786984,Rasta Peth,₹300,Chinese,Quick Bites
https://www.zomato.com/pune/mumbai-catering-services-rasta-peth,Mumbai Catering Services,0,-,0,+91 9765058290 +91 9156994550,Rasta Peth,Not Present,"Biryani, North Indian","Takeaway, Delivery"
https://www.zomato.com/pune/khandeshi-express-pimple-gurav,Khandeshi Express,0,3.2,21  votes,+91 7447570808 +91 8459578069,Pimple Gurav,₹450,Maharashtrian,Casual Dining
https://www.zomato.com/pune/hotel-gagangiri-karve-nagar,Hotel Gagangiri,0,3.1,Based on 12 votes,+91 9028753483,Karve Nagar,₹400,"Chinese, North Indian",Quick Bites
https://www.zomato.com/pune/pune-spice-2-karve-nagar,Pune Spice,0,2.6,113  votes,+91 7743855999 +91 9371166166,Karve Nagar,₹500,"North Indian, Chinese, South Indian",Casual Dining
https://www.zomato.com/pune/monis-cake-house-baner,Moni's Cake House,0,3.2,Based on 8 votes,+91 9552123721,Baner,₹500,Bakery,Bakery
https://www.zomato.com/pune/hotel-sayaji-hadapsar,Hotel Sayaji,0,2.9,Based on 4 votes,+91 9604960427,Hadapsar,₹450,"Biryani, Maharashtrian",Casual Dining
https://www.zomato.com/pune/hotel-gangotri-pure-veg-hadapsar,Hotel Gangotri Pure Veg,0,-,0,+91 7385053035,Hadapsar,₹450,"Chinese, North Indian, South Indian",Quick Bites
https://www.zomato.com/pune/alishan-chinese-kondhwa,Alishan Chinese,0,3.5,28  votes,+91 9860602555 +91 8208333130,Kondhwa,₹400,Chinese,Quick Bites
https://www.zomato.com/pune/hotel-new-sanket-bhosari,Hotel New Sanket,0,-,0,020 27124747,Bhosari,₹750,"Chinese, North Indian, Malwani","Casual Dining, Bar"
https://www.zomato.com/pune/hotel-onkar-chinchwad,Hotel Onkar,0,3.0,Based on 4 votes,020 27371723,Chinchwad,₹300,"Street Food, North Indian",Quick Bites
https://www.zomato.com/pune/cafe-crush-karve-nagar,Cafe Crush,0,-,0,+91 8446833428 +91 6393211769,Karve Nagar,₹200,"Cafe, South Indian",Café
https://www.zomato.com/pune/sai-sagar-ice-cream-pimpri,Sai Sagar Ice Cream,0,3.3,Based on 7 votes,+91 8888505090,Pimpri,₹300,"Ice Cream, Fast Food",Dessert Parlor
https://www.zomato.com/pune/hotel-blue-inn-restaurant-wagholi,Hotel Blue Inn Restaurant,0,3.2,Based on 18 votes,+91 7700009393,Wagholi,₹700,"North Indian, Chinese","Casual Dining, Bar"
https://www.zomato.com/pune/richards-family-restaurant-pimpri,Richard's Family Restaurant,0,3.3,15  votes,+91 9922081684,Pimpri,₹500,"North Indian, Chinese",Quick Bites
https://www.zomato.com/pune/hotel-vaishnavi-garden-bhosari,Hotel Vaishnavi Garden,0,-,0,+91 8796669994,Bhosari,₹500,"North Indian, Chinese, Malwani",Dhaba
https://www.zomato.com/pune/khana-milega-kya-wadgaon-sheri,Khana Milega Kya?,0,3.4,179  votes,+91 9112009180,Wadgaon Sheri,Not Present,"Street Food, Fast Food, North Indian",Casual
https://www.zomato.com/pune/diet-hub-pimple-nilakh,Diet Hub,0,2.9,61  votes,+91 9763665804,Pimple Nilakh,₹350,"Salad, North Indian",Casual Dining
https://www.zomato.com/pune/hotel-balaji-chinchwad,Hotel Balaji,0,-,0,+91 9637085444 +91 8180044495,Chinchwad,₹200,North Indian,Quick Bites
https://www.zomato.com/pune/govinda-pure-veg-bakers-rasta-peth,Govinda Pure Veg Bakers,0,-,0,020 26332020,Rasta Peth,₹150,Bakery,Bakery
https://www.zomato.com/pune/route-24-the-hide-out-cafe-sinhgad-road,Route 24 - The Hide Out Cafe,0,3.5,156  votes,+91 9527507207,Sinhgad Road,₹300,"Rolls, Chinese, Fast Food",Quick Bites
https://www.zomato.com/pune/geeta-dining-hall-pimple-gurav,Geeta Dining Hall,0,3.1,4  votes,+91 9765179858,Pimple Gurav,₹250,North Indian,Quick Bites
https://www.zomato.com/pune/cream-fudge-fc-road,Cream & Fudge,0,3.2,Based on 12 votes,+91 7218033290,FC Road,₹300,"Desserts, Bakery",Dessert Parlor
https://www.zomato.com/pune/vinayakas-kitchen-baner,Vinayaka's Kitchen,1,3.6,96  votes,+91 7781980610 +91 9172705557,Baner,₹750,"North Indian, Chinese, Biryani",Casual Dining
https://www.zomato.com/pune/becky-bees-magarpatta,Becky Bees,0,3.9,37  votes,+91 9637690224,Magarpatta,₹400,"Desserts, Ice Cream",Food Court
https://www.zomato.com/pune/hotel-supriya-garden-wagholi,Hotel Supriya Garden,0,3.2,15  votes,+91 9527988968 +91 9511761929,Wagholi,₹400,"North Indian, Chinese",Casual Dining
https://www.zomato.com/pune/desi-fusion-1-satara-road,Desi Fusion,0,3.2,Based on 21 votes,+91 7410019498,Satara Road,₹450,"Pizza, Fast Food",Quick Bites
https://www.zomato.com/pune/anand-restaurant-and-bar-kothrud,Anand Restaurant and Bar,0,3.2,Based on 14 votes,+91 9765294507 020 65288833,Kothrud,"₹1,000","Malwani, North Indian, Chinese",Casual Dining
https://www.zomato.com/pune/iceberg-fresh-fc-road,Iceberg Fresh,0,3.6,Based on 45 votes,+91 9371007404,FC Road,₹200,"Desserts, Ice Cream",Dessert Parlor
https://www.zomato.com/pune/gaarva-hadapsar,Gaarva,0,2.9,Based on 10 votes,+91 9623717435 +91 9822587575,Hadapsar,₹350,Chinese,Quick Bites
https://www.zomato.com/pune/hotel-karan-baner,Hotel Karan,0,2.8,20  votes,+91 9175026832 +91 9158491849,Baner,₹600,"North Indian, Chinese",Casual Dining
https://www.zomato.com/pune/hotel-nityanand-chandan-nagar,Hotel Nityanand,0,-,0,+91 7709050312 +91 9422312312,Chandan Nagar,₹600,"Chinese, North Indian",Casual Dining
https://www.zomato.com/pune/hotel-dilip-pure-veg-shivaji-nagar,Hotel Dilip Pure Veg,0,2.9,Based on 4 votes,+91 8983303258,Shivaji Nagar,₹300,"North Indian, South Indian, Street Food, Fast Food",Casual Dining
https://www.zomato.com/pune/gurdjieffs-resto-koregaon-park,Gurdjieff's Resto,0,3.1,9  votes,020 30554566 +91 8421553829,Koregaon Park,₹700,"North Indian, Chinese","Casual Dining, Bar"
https://www.zomato.com/pune/dawat-biryani-house-bhosari,Dawat Biryani House,0,2.9,Based on 4 votes,+91 9881988680 +91 9657590007,Bhosari,₹500,North Indian,Casual Dining
https://www.zomato.com/pune/sameekshaa-dhanori,Sameekshaa,0,2.8,Based on 13 votes,+91 9011177133 +91 9011177144,Dhanori,₹500,"North Indian, Chinese",Casual Dining
https://www.zomato.com/pune/neetas-inn-old-mumbai-pune-highway,Neeta's Inn,0,2.2,Based on 21 votes,02114 270045 +91 8652222641,Old Mumbai-Pune Highway,₹450,"Fast Food, North Indian, South Indian",Food Court
https://www.zomato.com/pune/baywatch-branto-treasure-island-resorts-old-mumbai-pune-highway,Baywatch Branto- Treasure Island Resorts,0,2.9,Based on 5 votes,02114 282505 02114 282510,Old Mumbai-Pune Highway,₹700,"South Indian, North Indian, Mughlai, Chinese, Fast Food",Casual Dining
https://www.zomato.com/pune/el-taj-lonavala,El Taj,0,3.5,32  votes,+91 9545843623,Lonavala,₹700,"North Indian, Mughlai, Chinese",Casual Dining
https://www.zomato.com/pune/madhura-restaurant-camp-area,Madhura Restaurant,0,3.1,10  votes,020 26125886,Camp Area,₹300,"South Indian, North Indian, Street Food",Quick Bites
https://www.zomato.com/pune/madhura-restaurant-camp-area,Madhura Restaurant,0,3.1,10  votes,020 26125886,Camp Area,₹300,"South Indian, North Indian, Street Food",Quick Bites
https://www.zomato.com/pune/new-metro-restaurant-camp-area,New Metro Restaurant,0,3.0,5  votes,020 26127499,Camp Area,₹300,"North Indian, Maharashtrian",Casual Dining
https://www.zomato.com/pune/mps-garden-restaurant-shukrawar-peth,MP's Garden Restaurant,0,3.0,Based on 4 votes,020 24481421,Shukrawar Peth,₹550,"North Indian, Biryani",Casual Dining
https://www.zomato.com/pune/central-park-family-restaurants-dehu-road,Central Park Family Restaurants,0,3.0,Based on 6 votes,+91 8446786596,Dehu Road,₹500,"North Indian, South Indian",Dhaba
https://www.zomato.com/pune/hotel-vishant-bhosari,Hotel Vishant,0,-,0,+91 8308765771,Bhosari,"₹1,000","North Indian, Chinese, Fast Food, Malwani, Maharashtrian",Casual Dining
https://www.zomato.com/pune/punjabi-flavours-kharadi,Punjabi Flavours,0,3.6,162  votes,+91 8600974400,Kharadi,₹600,"North Indian, Kebab",Quick Bites
https://www.zomato.com/pune/new-rasoi-garden-aundh,New Rasoi Garden,0,2.5,60  votes,+91 7276229900,Aundh,₹600,"North Indian, Chinese",Casual Dining
https://www.zomato.com/pune/shree-pure-veg-vishrantwadi,Shree Pure Veg,0,2.9,4  votes,+91 9371080929,Vishrantwadi,₹450,"North Indian, Chinese",Casual Dining
https://www.zomato.com/pune/chick-chicken-punjabi-nibm-road,Chick Chicken Punjabi,0,3.3,Based on 44 votes,+91 8600830830 +91 8600670001,NIBM Road,₹500,"North Indian, Chinese, Mughlai",Casual Dining
https://www.zomato.com/pune/yumme-tumme-salunkhe-vihar-road,Yumme Tumme,0,3.4,Based on 45 votes,+91 9881107234 +91 9673680172,Salunkhe Vihar Road,₹300,Fast Food,Quick Bites
https://www.zomato.com/pune/vijay-bhojanalay-swargate,Vijay Bhojanalay,0,3.3,14  votes,020 24479679,Swargate,₹300,"Maharashtrian, North Indian",Bhojanalya
https://www.zomato.com/pune/gulzar-restaurant-camp-area,Gulzar Restaurant,0,3.3,Based on 11 votes,+91 9923095959,Camp Area,₹150,"Street Food, Fast Food",Quick Bites
https://www.zomato.com/pune/nidhi-restaurant-shaniwar-peth,Nidhi Restaurant,0,3.2,Based on 9 votes,020 24452091,Shaniwar Peth,₹600,"North Indian, Chinese",Casual Dining
https://www.zomato.com/pune/ti-amo-deccan-gymkhana,Ti Amo,0,3.1,9  votes,+91 9822338825,Deccan Gymkhana,₹250,"Desserts, Ice Cream",Dessert Parlor
https://www.zomato.com/pune/siddharth-fast-food-satara-road,Siddharth Fast Food,0,-,0,+91 9921479637,Satara Road,₹200,"Street Food, Maharashtrian",Quick Bites
https://www.zomato.com/pune/santinos-magarpatta,Santino's,0,3.4,95  votes,020 67230015,Magarpatta,₹500,"Pizza, Italian",Quick Bites
https://www.zomato.com/pune/swami-snacks-erandwane,Swami Snacks,0,2.8,Based on 5 votes,+91 9172703219,Erandwane,₹200,North Indian,Quick Bites
https://www.zomato.com/pune/samadhan-pure-veg-budhwar-peth,Samadhan Pure Veg,0,2.8,10  votes,+91 9766841068,Budhwar Peth,₹600,"South Indian, North Indian, Chinese",Casual Dining
https://www.zomato.com/pune/annas-seafood-family-restaurant-wadgaon-sheri,Anna's Seafood Family Restaurant,0,3.1,Based on 8 votes,+91 9158282526,Wadgaon Sheri,₹800,"Mughlai, North Indian, Chinese",Casual Dining
https://www.zomato.com/pune/g-d-executive-old-mumbai-pune-highway,G D Executive,0,3.4,40  votes,+91 8805418589 +91 8956531734,Old Mumbai-Pune Highway,"₹1,000","North Indian, Chinese, Malwani","Casual Dining, Bar"
https://www.zomato.com/pune/new-vilas-shivapur,New Vilas,0,3.2,16  votes,+91 9673089807 +91 9822098841,Shivapur,₹400,"Maharashtrian, North Indian",Food Court
https://www.zomato.com/pune/family-corner-cafe-with-chinese-sadashiv-peth,Family Corner Cafe With Chinese,0,-,0,+91 9890205570,Sadashiv Peth,₹300,"Chinese, North Indian",Quick Bites
https://www.zomato.com/pune/hotel-malhar-chandan-nagar,Hotel Malhar,0,-,0,+91 9881121989,Chandan Nagar,₹300,Maharashtrian,Quick Bites
https://www.zomato.com/pune/sahyadri-garden-sinhgad-road,Sahyadri Garden,0,-,0,+91 8655555303 +91 8600000303,Sinhgad Road,₹900,"North Indian, Chinese, Street Food",Casual Dining
https://www.zomato.com/pune/hotel-mayur-chakan,Hotel Mayur,0,2.9,Based on 8 votes,+91 9527903130,Chakan,₹600,North Indian,Casual Dining
https://www.zomato.com/pune/hotel-karbhari-chakan,Hotel Karbhari,0,-,0,+91 9552524527 +91 9881208209,Chakan,₹400,"North Indian, Maharashtrian",Casual Dining
https://www.zomato.com/pune/hotel-sadanand-bund-garden,Hotel Sadanand,0,2.9,Based on 13 votes,+91 8149739090,Bund Garden Road,₹400,"North Indian, South Indian, Chinese, Biryani",Casual Dining
https://www.zomato.com/pune/vijay-snacks-pimple-nilakh,Vijay Snacks,0,3.8,76  votes,+91 9175130666,Pimple Nilakh,₹150,South Indian,Quick Bites
https://www.zomato.com/pune/hotel-akshay-bhosari,Hotel Akshay,0,-,0,+91 9561237373 +91 9850412671,Bhosari,₹550,"North Indian, Fast Food",Casual Dining
https://www.zomato.com/pune/sai-chaya-misal-house-shivapur,Sai Chaya Misal House,0,3.7,58  votes,+91 9850515163,Shivapur,₹200,"Maharashtrian, Street Food",Quick Bites
https://www.zomato.com/pune/chaitanya-restaurant-khadakwasla,Chaitanya Restaurant,0,-,0,+91 9850311109 020 24388050,Khadakwasla,₹500,North Indian,Casual Dining
https://www.zomato.com/pune/hotel-cafe-punjab-khadki,Hotel Cafe Punjab,0,-,0,+91 9307511248 +91 9567123404,Khadki,₹300,"North Indian, Chinese",Quick Bites
https://www.zomato.com/pune/rohit-family-restaurant-lonavala,Rohit Family Restaurant,0,2.9,Based on 4 votes,+91 7768951212 +91 7028428125,Lonavala,₹500,"North Indian, Chinese, Maharashtrian, Malwani",Quick Bites
https://www.zomato.com/pune/new-modern-bakery-pimple-nilakh,New Modern Bakery,0,2.9,Based on 5 votes,+91 9639373926,Pimple Nilakh,₹200,Bakery,Bakery
https://www.zomato.com/pune/rudra-restaurant-lonavala,Rudra Restaurant,0,3.1,9  votes,02114 273085 +91 9890666611,Lonavala,₹700,"North Indian, Chinese, Fast Food",Casual Dining
https://www.zomato.com/pune/greendale-restaurant-mulshi,Greendale Restaurant,0,3.3,Based on 13 votes,+91 9158579950 +91 8669405051,Mulshi Road,₹650,"North Indian, Chinese, Seafood",Casual Dining
https://www.zomato.com/pune/darbar-pimple-gurav,Darbar,0,3.5,72  votes,+91 9175757722,Pimple Gurav,₹500,"North Indian, Chinese",Casual Dining
https://www.zomato.com/pune/hotel-panchali-chakan,Hotel Panchali,0,3.2,Based on 6 votes,+91 9833043503 +91 9689407716,Chakan,₹650,"North Indian, Chinese, Kebab, Hyderabadi",Quick Bites
https://www.zomato.com/pune/hotel-pragati-bhosari,Hotel Pragati,0,-,0,020 27157927 +91 9822503974,Bhosari,₹500,"North Indian, Chinese",Casual Dining
https://www.zomato.com/pune/hotel-atithi-bhosari,Hotel Atithi,0,-,0,+91 8180999119,Bhosari,₹800,"North Indian, Chinese, Seafood",Casual Dining
https://www.zomato.com/pune/hotel-ratnai-mulshi,Hotel Ratnai,0,3.4,26  votes,+91 9922557057,Mulshi Road,₹600,"North Indian, Maharashtrian",Casual Dining
https://www.zomato.com/pune/yeta-jata-sadashiv-peth,Yeta Jata,0,3.4,82  votes,020 24479009 +91 8806930930,Sadashiv Peth,₹450,"South Indian, Chinese, Maharashtrian",Casual Dining
https://www.zomato.com/pune/sunrise-hill-resort-lonavala,Sunrise Hill Resort,0,-,0,+91 9702544447,Lonavala,"₹1,000","North Indian, Chinese, Fast Food",Casual Dining
https://www.zomato.com/pune/hotel-century-garden-nigdi,Hotel Century Garden,0,3.1,4  votes,020 65118888,Nigdi,₹600,"North Indian, Chinese",Casual Dining
https://www.zomato.com/pune/hotel-century-garden-nigdi,Hotel Century Garden,0,3.1,4  votes,020 65118888,Nigdi,₹600,"North Indian, Chinese",Casual Dining
https://www.zomato.com/pune/hotel-ranjatra-bhosari,Hotel Ranjatra,0,-,0,+91 9922747456,Bhosari,₹500,"North Indian, Chinese, Mughlai, Seafood","Casual Dining, Bar"
https://www.zomato.com/pune/hotel-nisarg-mulshi,Hotel Nisarg,0,-,0,+91 9975567573 +91 9689668123,Mulshi Road,₹500,"North Indian, Chinese, South Indian",Casual Dining
https://www.zomato.com/pune/sahil-resto-bar-tilak-road,Sahil Resto Bar,0,3.2,18  votes,020 24478666 020 24478500,Tilak Road,"₹1,500","Fast Food, North Indian, Chinese, South Indian","Casual Dining, Bar"
https://www.zomato.com/pune/sai-camp-area,Sai,0,3.0,10  votes,+91 9822493269,Camp Area,₹700,"North Indian, Chinese, Street Food",Food Court
https://www.zomato.com/pune/ravi-fast-food-camp-area,Ravi Fast Food,0,-,0,+91 9604428286,Camp Area,₹700,"North Indian, Chinese, Beverages",Quick Bites
https://www.zomato.com/pune/skoop-ice-cream-parlour-pune-university,Skoop Ice Cream Parlour,0,3.4,20  votes,+91 9860321090 +91 7709628629,Pune University,₹150,"Desserts, Ice Cream",Dessert Parlor
https://www.zomato.com/pune/ravis-restaurant-khadki,Ravi's Restaurant,0,-,0,020 25820987 +91 9823932172,Khadki,₹400,"North Indian, Mughlai",Quick Bites
https://www.zomato.com/pune/shree-ganesh-fast-food-snacks-khadki,Shree Ganesh Fast Food & Snacks,0,-,0,+91 9049700153,Khadki,₹100,Street Food,Quick Bites
https://www.zomato.com/pune/rachana-model-colony,Rachana,0,2.6,48  votes,+91 9145169850,Model Colony,₹400,"North Indian, Chinese, Mughlai",Casual Dining
https://www.zomato.com/pune/jai-bhavani-lohegaon,Jai Bhavani,0,-,0,+91 8552964964,Lohegaon,₹500,"North Indian, Chinese",Casual Dining
https://www.zomato.com/pune/cafe-ideal-shukrawar-peth,Cafe Ideal,0,-,0,020 24441709,Shukrawar Peth,₹350,North Indian,Quick Bites
https://www.zomato.com/pune/hotel-swagat-shivaji-nagar,Hotel Swagat,0,3.6,35  votes,020 25512450 020 65220555,Shivaji Nagar,₹400,"North Indian, South Indian",Casual Dining
https://www.zomato.com/pune/aphrodite-shivaji-nagar,Aphrodite,0,-,0,020 25666566 020 25666565,Shivaji Nagar,₹550,"North Indian, Chinese",Casual Dining
https://www.zomato.com/pune/sudarshan-khadki,Sudarshan,0,3.1,Based on 5 votes,020 25820949,Khadki,₹300,"Bar Food, Chinese, North Indian",Casual Dining
https://www.zomato.com/pune/hotel-dhanshree-dehu-road,Hotel Dhanshree,0,3.2,Based on 7 votes,020 27673050 +91 9860184320,Dehu Road,₹700,"North Indian, Chinese, Malwani",Casual Dining
https://www.zomato.com/pune/arpita-lohegaon,Arpita,0,3.2,10  votes,+91 9850246003,Lohegaon,₹450,North Indian,Casual Dining
https://www.zomato.com/pune/omkar-dining-hall-wakad,Omkar Dining Hall,0,-,0,+91 9226781115 +91 9226282871,Wakad,₹300,North Indian,Quick Bites
https://www.zomato.com/pune/kolhapuri-tadka-aundh,Kolhapuri Tadka,0,-,0,+91 9623285050 +91 9850535050,Aundh,₹450,Maharashtrian,Casual Dining
https://www.zomato.com/pune/sinhgad-restaurant-sinhgad-road,Sinhgad Restaurant,0,3.2,26  votes,+91 8308953555 +91 8308969111,Sinhgad Road,₹450,"North Indian, South Indian, Chinese",Quick Bites
https://www.zomato.com/pune/hotel-renuka-dehu-road,Hotel Renuka,0,3.2,Based on 11 votes,+91 9110157719 +91 9146117873,Dehu Road,"₹1,100","North Indian, Chinese, Mughlai, Biryani",Casual Dining
https://www.zomato.com/pune/somton-motel-talegaon,Somton Motel,0,3.5,Based on 63 votes,+91 7709443399 +91 8446333535,Talegaon,"₹1,000","North Indian, Chinese",Casual Dining
https://www.zomato.com/pune/hotel-neelam-camp-area,Hotel Neelam,0,-,0,020 26122748,Camp Area,₹700,"North Indian, Hyderabadi, Seafood, Chinese",Casual Dining
https://www.zomato.com/pune/hotel-muktangan-shivapur,Hotel Muktangan,0,3.2,12  votes,+91 9822793636 +91 9822228499,Shivapur,₹500,"North Indian, South Indian, Chinese",Casual Dining
https://www.zomato.com/pune/hotel-yogi-garden-wakad,Hotel Yogi Garden,0,-,0,+91 9850107666,Wakad,₹400,North Indian,Quick Bites
https://www.zomato.com/pune/hotel-priyanka-hadapsar,Hotel Priyanka,0,2.9,Based on 5 votes,+91 9922485649,Hadapsar,₹600,"North Indian, Chinese",Casual Dining
https://www.zomato.com/pune/hotel-malhar-hadapsar,Hotel Malhar,0,-,0,+91 9890901059,Hadapsar,₹400,Chinese,Casual Dining
https://www.zomato.com/pune/tilak-restaurant-pimple-gurav,Tilak Restaurant,0,3.0,Based on 7 votes,020 27149657,Pimple Gurav,₹350,North Indian,Casual Dining
https://www.zomato.com/pune/aahar-resto-bar-mg-road,Aahar Resto Bar,0,3.2,8  votes,020 26345248,MG Road,₹500,"North Indian, Seafood, Chinese",Casual Dining
https://www.zomato.com/pune/burger-kitchen-sadashiv-peth,Burger Kitchen,0,3.4,15  votes,+91 9158850400,Sadashiv Peth,Not Present,Fast Food,Takeaway
